name,identifier,setIdentifiers,sets,rarity,class,talent,type,actionSubType,equipmentType,resourceSubType,tokenSubType,weaponType,handsRequired,pitch,cost,power,defense,specialCost,specialPower,specialDefense,hero,young,health,intellect,keywords,earthFusion,iceFusion,lightningFusion,specialization,bannedFormats,functionalText,typeText,imageUrl
Pursuit of Knowledge,pursuit-of-knowledge-blue,ARC161,ArcaneRising,SuperRare,Generic,NotTalented,Action,Attack,,,,,,3,2,4,2,,,,,,,,,,,,,,"If Pursuit of Knowledge hits, your hero gains +1{i} until end of turn.",Generic Action – Attack,https://storage.googleapis.com/fabmaster/media/images/ARC161.width-450.png
Chains of Eminence,chains-of-eminence-red,ARC162,ArcaneRising,SuperRare,Generic,NotTalented,Action,Aura,,,,,,1,0,,2,,,,,,,,GoAgain,,,,,,"**Go again**

When Chains of Eminence enters the arena, name a card. The named card can't be pitched, played or used to defend while Chains of Eminence is in the arena.

At the beginning of your action phase, destroy Chains of Eminence",Generic Action – Aura,https://storage.googleapis.com/fabmaster/media/images/ARC162.width-450.png
Rusted Relic,rusted-relic-blue,ARC163,ArcaneRising,SuperRare,Generic,NotTalented,Action,Item,,,,,,3,0,,,,,,,,,,ArcaneBarrier,,,,,,"**Arcane Barrier 1** *(If your hero would be dealt arcane damage, you may pay {r} instead. If you do, prevent 1 arcane damage that source would deal.)*",Generic Action – Item,https://storage.googleapis.com/fabmaster/media/images/ARC163.width-450.png
Life for a Life,life-for-a-life-red,ARC164,ArcaneRising,Rare,Generic,NotTalented,Action,Attack,,,,,,1,1,4,2,,,,,,,,GoAgain,,,,,,"If Life for a Life hits, gain 1{h}.

When you play Life for a Life, if you have less {h} than an opposing hero, it gains **go again.**",Generic Action – Attack,https://storage.googleapis.com/fabmaster/media/images/ARC164.width-450.png
Life for a Life,life-for-a-life-yellow,ARC165,ArcaneRising,Rare,Generic,NotTalented,Action,Attack,,,,,,2,1,3,2,,,,,,,,GoAgain,,,,,,"If Life for a Life hits, gain 1{h}.

When you play Life for a Life, if you have less {h} than an opposing hero, it gains **go again.**",Generic Action – Attack,https://storage.googleapis.com/fabmaster/media/images/ARC165.width-450.png
Life for a Life,life-for-a-life-blue,ARC166,ArcaneRising,Rare,Generic,NotTalented,Action,Attack,,,,,,3,1,2,2,,,,,,,,GoAgain,,,,,,"If Life for a Life hits, gain 1{h}.

When you play Life for a Life, if you have less {h} than an opposing hero, it gains **go again.**",Generic Action – Attack,https://storage.googleapis.com/fabmaster/media/images/ARC166.width-450.png
Enchanting Melody,enchanting-melody-red,ARC167,ArcaneRising,Rare,Generic,NotTalented,Action,Aura,,,,,,1,2,,2,,,,,,,,GoAgain,,,,,,"**Go again**

If your hero would be dealt damage, instead destroy Enchanting Melody and prevent 4 of that damage.

At the beginning of your end phase, destroy Enchanting Melody unless you have played a 'non-attack' action card this turn.",Generic Action – Aura,https://storage.googleapis.com/fabmaster/media/images/ARC167.width-450.png
Enchanting Melody,enchanting-melody-yellow,ARC168,ArcaneRising,Rare,Generic,NotTalented,Action,Aura,,,,,,2,2,,2,,,,,,,,GoAgain,,,,,,"**Go again**

If your hero would be dealt damage, instead destroy Enchanting Melody and prevent 3 of that damage.

At the beginning of your end phase, destroy Enchanting Melody unless you have played a 'non-attack' action card this turn.",Generic Action – Aura,https://storage.googleapis.com/fabmaster/media/images/ARC168.width-450.png
Enchanting Melody,enchanting-melody-blue,ARC169,ArcaneRising,Rare,Generic,NotTalented,Action,Aura,,,,,,3,2,,2,,,,,,,,GoAgain,,,,,,"**Go again**

If your hero would be dealt damage, instead destroy Enchanting Melody and prevent 2 of that damage.

At the beginning of your end phase, destroy Enchanting Melody unless you have played a 'non-attack' action card this turn.",Generic Action – Aura,https://storage.googleapis.com/fabmaster/media/images/ARC169.width-450.png
Plunder Run,plunder-run-red,ARC170,ArcaneRising,Rare,Generic,NotTalented,Action,,,,,,,1,0,,2,,,,,,,,GoAgain,,,,,ClassicConstructed,"The next time an attack action card you control hits this turn, draw a card.

If Plunder Run is played from arsenal, the next attack action card you play this turn gains +3{p}.

**Go again**",Generic Action,https://storage.googleapis.com/fabmaster/media/images/ARC170.width-450.png
Plunder Run,plunder-run-yellow,ARC171,ArcaneRising,Rare,Generic,NotTalented,Action,,,,,,,2,0,,2,,,,,,,,GoAgain,,,,,ClassicConstructed,"The next time an attack action card you control hits this turn, draw a card.

If Plunder Run is played from arsenal, the next attack action card you play this turn gains +2{p}.

**Go again**",Generic Action,https://storage.googleapis.com/fabmaster/media/images/ARC171.width-450.png
Plunder Run,plunder-run-blue,ARC172,ArcaneRising,Rare,Generic,NotTalented,Action,,,,,,,3,0,,2,,,,,,,,GoAgain,,,,,ClassicConstructed,"The next time an attack action card you control hits this turn, draw a card.

If Plunder Run is played from arsenal, the next attack action card you play this turn gains +1{p}.

**Go again**",Generic Action,https://storage.googleapis.com/fabmaster/media/images/ARC172.width-450.png
Eirina's Prayer,eirinas-prayer-red,ARC173,ArcaneRising,Rare,Generic,NotTalented,Instant,,,,,,,1,1,,,,,,,,,,,,,,,,"Reveal the top card of your deck. Prevent the next X arcane damage that would be dealt to your hero this turn, where X is 6 minus the pitch value of the card revealed this way. *(The pitch value is located in the top left corner of the card.)*",Generic Instant,https://storage.googleapis.com/fabmaster/media/images/ARC173.width-450.png
Eirina's Prayer,eirinas-prayer-yellow,ARC174,ArcaneRising,Rare,Generic,NotTalented,Instant,,,,,,,2,1,,,,,,,,,,,,,,,,"Reveal the top card of your deck. Prevent the next X arcane damage that would be dealt to your hero this turn, where X is 5 minus the pitch value of the card revealed this way. *(The pitch value is located in the top left corner of the card.)*",Generic Instant,https://storage.googleapis.com/fabmaster/media/images/ARC174.width-450.png
Eirina's Prayer,eirinas-prayer-blue,ARC175,ArcaneRising,Rare,Generic,NotTalented,Instant,,,,,,,3,1,,,,,,,,,,,,,,,,"Reveal the top card of your deck. Prevent the next X arcane damage that would be dealt to your hero this turn, where X is 4 minus the pitch value of the card revealed this way. *(The pitch value is located in the top left corner of the card.)*",Generic Instant,https://storage.googleapis.com/fabmaster/media/images/ARC175.width-450.png
Back Alley Breakline,back-alley-breakline-red,ARC176,ArcaneRising,Common,Generic,NotTalented,Action,Attack,,,,,,1,1,5,2,,,,,,,,,,,,,,"If an activated ability or action card effect puts Back Alley Breakline face up into a zone from your deck, gain 1 action point.",Generic Action – Attack,https://storage.googleapis.com/fabmaster/media/images/ARC176.width-450.png
Back Alley Breakline,back-alley-breakline-yellow,ARC177,ArcaneRising,Common,Generic,NotTalented,Action,Attack,,,,,,2,1,4,2,,,,,,,,,,,,,,"If an activated ability or action card effect puts Back Alley Breakline face up into a zone from your deck, gain 1 action point.",Generic Action – Attack,https://storage.googleapis.com/fabmaster/media/images/ARC177.width-450.png
Back Alley Breakline,back-alley-breakline-blue,ARC178,ArcaneRising,Common,Generic,NotTalented,Action,Attack,,,,,,3,1,3,2,,,,,,,,,,,,,,"If an activated ability or action card effect puts Back Alley Breakline face up into a zone from your deck, gain 1 action point.",Generic Action – Attack,https://storage.googleapis.com/fabmaster/media/images/ARC178.width-450.png
Cadaverous Contraband,cadaverous-contraband-red,ARC179,ArcaneRising,Common,Generic,NotTalented,Action,Attack,,,,,,1,2,6,2,,,,,,,,,,,,,,"If Cadaverous Contraband hits, you may put a ‘non-attack' action card from your graveyard on top of your deck.",Generic Action – Attack,https://storage.googleapis.com/fabmaster/media/images/ARC179.width-450.png
Cadaverous Contraband,cadaverous-contraband-yellow,ARC180,ArcaneRising,Common,Generic,NotTalented,Action,Attack,,,,,,2,2,5,2,,,,,,,,,,,,,,"If Cadaverous Contraband hits, you may put a ‘non-attack' action card from your graveyard on top of your deck.",Generic Action – Attack,https://storage.googleapis.com/fabmaster/media/images/ARC180.width-450.png
Cadaverous Contraband,cadaverous-contraband-blue,ARC181,ArcaneRising,Common,Generic,NotTalented,Action,Attack,,,,,,3,2,4,2,,,,,,,,,,,,,,"If Cadaverous Contraband hits, you may put a ‘non-attack' action card from your graveyard on top of your deck.",Generic Action – Attack,https://storage.googleapis.com/fabmaster/media/images/ARC181.width-450.png
Fervent Forerunner,fervent-forerunner-red,ARC182,ArcaneRising,Common,Generic,NotTalented,Action,Attack,,,,,,1,0,3,2,,,,,,,,"Opt, GoAgain",,,,,,"If Fervent Forerunner hits, **opt 2.** *(Look at the top 2 cards of your deck. You may put them on the top and/or bottom in any order.)*

If Fervent Forerunner is played from arsenal, it gains **go again.**",Generic Action – Attack,https://storage.googleapis.com/fabmaster/media/images/ARC182.width-450.png
Fervent Forerunner,fervent-forerunner-yellow,ARC183,ArcaneRising,Common,Generic,NotTalented,Action,Attack,,,,,,2,0,2,2,,,,,,,,"Opt, GoAgain",,,,,,"If Fervent Forerunner hits, **opt 2.** *(Look at the top 2 cards of your deck. You may put them on the top and/or bottom in any order.)*

If Fervent Forerunner is played from arsenal, it gains **go again.**",Generic Action – Attack,https://storage.googleapis.com/fabmaster/media/images/ARC183.width-450.png
Fervent Forerunner,fervent-forerunner-blue,ARC184,ArcaneRising,Common,Generic,NotTalented,Action,Attack,,,,,,3,0,1,2,,,,,,,,"Opt, GoAgain",,,,,,"If Fervent Forerunner hits, **opt 2.** *(Look at the top 2 cards of your deck. You may put them on the top and/or bottom in any order.)*

If Fervent Forerunner is played from arsenal, it gains **go again.**",Generic Action – Attack,https://storage.googleapis.com/fabmaster/media/images/ARC184.width-450.png
Moon Wish,moon-wish-red,ARC185,ArcaneRising,Common,Generic,NotTalented,Action,Attack,,,,,,1,2,5,2,,,,,,,,,,,,,,"You may put a card from your hand on top of your deck rather than pay Moon Wish's {r} cost.

If Moon Wish hits, search your deck for a card named Sun Kiss, reveal it, put it into your hand, then shuffle your deck.",Generic Action – Attack,https://storage.googleapis.com/fabmaster/media/images/ARC185.width-450.png
Moon Wish,moon-wish-yellow,ARC186,ArcaneRising,Common,Generic,NotTalented,Action,Attack,,,,,,2,2,4,2,,,,,,,,,,,,,,"You may put a card from your hand on top of your deck rather than pay Moon Wish's {r} cost.

If Moon Wish hits, search your deck for a card named Sun Kiss, reveal it, put it into your hand, then shuffle your deck.",Generic Action – Attack,https://storage.googleapis.com/fabmaster/media/images/ARC186.width-450.png
Moon Wish,moon-wish-blue,ARC187,ArcaneRising,Common,Generic,NotTalented,Action,Attack,,,,,,3,2,3,2,,,,,,,,,,,,,,"You may put a card from your hand on top of your deck rather than pay Moon Wish's {r} cost.

If Moon Wish hits, search your deck for a card named Sun Kiss, reveal it, put it into your hand, then shuffle your deck.",Generic Action – Attack,https://storage.googleapis.com/fabmaster/media/images/ARC187.width-450.png
Push the Point,push-the-point-red,ARC188,ArcaneRising,Common,Generic,NotTalented,Action,Attack,,,,,,1,1,4,2,,,,,,,,,,,,,,"If the last attack on this combat chain hit, Push the Point gains +2{p}.",Generic Action – Attack,https://storage.googleapis.com/fabmaster/media/images/ARC188.width-450.png
Push the Point,push-the-point-yellow,ARC189,ArcaneRising,Common,Generic,NotTalented,Action,Attack,,,,,,2,1,3,2,,,,,,,,,,,,,,"If the last attack on this combat chain hit, Push the Point gains +2{p}.",Generic Action – Attack,https://storage.googleapis.com/fabmaster/media/images/ARC189.width-450.png
Push the Point,push-the-point-blue,ARC190,ArcaneRising,Common,Generic,NotTalented,Action,Attack,,,,,,3,1,2,2,,,,,,,,,,,,,,"If the last attack on this combat chain hit, Push the Point gains +2{p}.",Generic Action – Attack,https://storage.googleapis.com/fabmaster/media/images/ARC190.width-450.png
Ravenous Rabble,ravenous-rabble-red,ARC191,ArcaneRising,Common,Generic,NotTalented,Action,Attack,,,,,,1,0,5,2,,,,,,,,GoAgain,,,,,,"Reveal the top card of your deck. Ravenous Rabble gets -X{p}, where X is the pitch value of the card revealed this way. *(The pitch value is located in the top left corner of the card.)*

**Go again**",Generic Action – Attack,https://storage.googleapis.com/fabmaster/media/images/ARC191.width-450.png
Ravenous Rabble,ravenous-rabble-yellow,ARC192,ArcaneRising,Common,Generic,NotTalented,Action,Attack,,,,,,2,0,4,2,,,,,,,,GoAgain,,,,,,"Reveal the top card of your deck. Ravenous Rabble gets -X{p}, where X is the pitch value of the card revealed this way. *(The pitch value is located in the top left corner of the card.)*

**Go again**",Generic Action – Attack,https://storage.googleapis.com/fabmaster/media/images/ARC192.width-450.png
Ravenous Rabble,ravenous-rabble-blue,ARC193,ArcaneRising,Common,Generic,NotTalented,Action,Attack,,,,,,3,0,3,2,,,,,,,,GoAgain,,,,,,"Reveal the top card of your deck. Ravenous Rabble gets -X{p}, where X is the pitch value of the card revealed this way. *(The pitch value is located in the top left corner of the card.)*

**Go again**",Generic Action – Attack,https://storage.googleapis.com/fabmaster/media/images/ARC193.width-450.png
Rifting,rifting-red,ARC194,ArcaneRising,Common,Generic,NotTalented,Action,Attack,,,,,,1,2,6,2,,,,,,,,,,,,,,"If Rifting hits, you may play your next 'non-attack' action card this turn as though it were an instant.",Generic Action – Attack,https://storage.googleapis.com/fabmaster/media/images/ARC194.width-450.png
Rifting,rifting-yellow,ARC195,ArcaneRising,Common,Generic,NotTalented,Action,Attack,,,,,,2,2,5,2,,,,,,,,,,,,,,"If Rifting hits, you may play your next 'non-attack' action card this turn as though it were an instant.",Generic Action – Attack,https://storage.googleapis.com/fabmaster/media/images/ARC195.width-450.png
Rifting,rifting-blue,ARC196,ArcaneRising,Common,Generic,NotTalented,Action,Attack,,,,,,3,2,4,2,,,,,,,,,,,,,,"If Rifting hits, you may play your next 'non-attack' action card this turn as though it were an instant.",Generic Action – Attack,https://storage.googleapis.com/fabmaster/media/images/ARC196.width-450.png
Vigor Rush,vigor-rush-red,ARC197,ArcaneRising,Common,Generic,NotTalented,Action,Attack,,,,,,1,1,4,2,,,,,,,,GoAgain,,,,,,"If you have played a 'non-attack' action card this turn, Vigor Rush gains **go again.**",Generic Action – Attack,https://storage.googleapis.com/fabmaster/media/images/ARC197.width-450.png
Vigor Rush,vigor-rush-yellow,ARC198,ArcaneRising,Common,Generic,NotTalented,Action,Attack,,,,,,2,1,3,2,,,,,,,,GoAgain,,,,,,"If you have played a 'non-attack' action card this turn, Vigor Rush gains **go again.**",Generic Action – Attack,https://storage.googleapis.com/fabmaster/media/images/ARC198.width-450.png
Vigor Rush,vigor-rush-blue,ARC199,ArcaneRising,Common,Generic,NotTalented,Action,Attack,,,,,,3,1,2,2,,,,,,,,GoAgain,,,,,,"If you have played a 'non-attack' action card this turn, Vigor Rush gains **go again.**",Generic Action – Attack,https://storage.googleapis.com/fabmaster/media/images/ARC199.width-450.png
Fate Foreseen,fate-foreseen-red,"FAB024, ARC200","Promos, ArcaneRising",Common,Generic,NotTalented,DefenseReaction,,,,,,,1,0,,4,,,,,,,,Opt,,,,,,**Opt 1** *(Look at the top card of your deck. You may put it on the bottom.)*,Generic Defense Reaction,https://storage.googleapis.com/fabmaster/media/images/FAB024.width-450.png
Fate Foreseen,fate-foreseen-yellow,ARC201,ArcaneRising,Common,Generic,NotTalented,DefenseReaction,,,,,,,2,0,,3,,,,,,,,Opt,,,,,,**Opt 1** *(Look at the top card of your deck. You may put it on the bottom.)*,Generic Defense Reaction,https://storage.googleapis.com/fabmaster/media/images/ARC201.width-450.png
Fate Foreseen,fate-foreseen-blue,ARC202,ArcaneRising,Common,Generic,NotTalented,DefenseReaction,,,,,,,3,0,,2,,,,,,,,Opt,,,,,,**Opt 1** *(Look at the top card of your deck. You may put it on the bottom.)*,Generic Defense Reaction,https://storage.googleapis.com/fabmaster/media/images/ARC202.width-450.png
